book,chapter,id,problem,translation,answer,value,expression,algorithm_id,hint
九章算术,卷第三　衰分,〔一六〕,今有丝一斤，耗七两。今有丝二十三斤五两，问︰耗几何？,现在有一斤丝，需要消耗七两。现在有二十三斤五两的丝，问消耗了多少？,一百六十三两四铢半。,,,20,以一斤展十六两为法，以七两乘今有丝两数为实，实如法得耗数。
九章算术,卷第三　衰分,〔一七〕,今有生丝三十斤，干之，耗三斤十二两。今有干丝一十二斤，问︰生丝几何？,现在有三十斤生丝被干成了干丝，共消耗了三斤十二两。现在有十二斤干丝，那么生丝原有多少斤呢？,一十三斤一十一两十铢、七分铢之二。,,,20,置生丝两数，除耗数，馀，以为法。三十斤乘干丝两数为实。实如法得生丝数。
九章算术,卷第三　衰分,〔一八〕,今有田一亩，收粟六升、太半升。今有田一顷二十六亩一百五十九步，问︰收粟几何？,现有一亩田，每年可收获六又太半升粮食。现有田一顷二十六亩一百五十九步，问每年可收获多少粮食？,八斛四斗四升、一十二分升之五。,,,20,以亩二百四十步为法，以六升、太半升乘今有田积步为实，实如法得粟数。
九章算术,卷第三　衰分,〔一九〕,今有取保一岁，价钱二千五百。今先取一千二百，问︰当作日几何？,现在有人要求保一年，价格二千五百。现在有一千二百，问这样可以保多少日子？,一百六十九日、二十五分日之二十三。,,,20,以价钱为法，以一岁三百五十四日乘先取钱数为实，实如法得日数。
九章算术,卷第三　衰分,〔二〇〕,今有贷人千钱，月息三十。今有贷人七百五十钱，九日归之，问︰息几何？,现在有人借给他人一千钱，每月收取三十的利息。现在有人借给他人七百五十钱，需要九天归还，问这个人收取的利息是多少？,六钱、四分钱之三。,,,20,以月三十日，乘千钱为法。以息三十乘今所贷钱数，又以九日乘之，为实。实如法得一钱。
九章算术,		卷第四　少广,〔一〕,今有田广一步半。求田一亩，问︰从几何？,现在有一块田，宽度是一步半。求一块田面积为一亩数，问长多少？,一百六十步。,,,21,下有半，是二分之一。以一为二，半为一，并之得三，为法。置田二百四十步，亦以一为二乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔二〕,今有田广一步半、三分步之一。求田一亩，问︰从几何？,现在有一块田，宽一步半外加三分之一步。求田一亩，问长多少？,一百三十步、一十一分步之一十。,,,21,下有三分，以一为六，半为三，三分之一为二，并之得一十一为法。置田二百四十步，亦以一为六乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔三〕,今有田广一步半、三分步之一、四分步之一。求田一亩，问︰从几何？,现在有一块田，宽度是一步半加上三分之一步再加四分之一步。要测量田一亩的大小，请问长多少？,一百一十五步、五分步之一。,,,21,下有四分，以一为一十二，半为六，三分之一为四，四分之一为三，并之得二十五，以为法。置田二百四十步，亦以一为一十二乘之，为实。实如法而一，得从步。
九章算术,		卷第四　少广,〔四〕,今有田广一步半、三分步之一、四分步之一、五分步之一。求田一亩，问︰从几何？,现在有一块田，宽度是一步半加三分步之一再加四分步之一再加五分步之一。求田一亩，问长是多少？,一百五步、一百三十七分步之一十五。,,,21,下有五分，以一为六十，半为三十，三分之一为二十，四分之一为一十五，五分之一为一十二，并之得一百三十七，以为法。置田二百四十步，亦以一为六十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔五〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一。求田一亩，问︰从几何？,现在有一块田，宽是一步半加三分步之一再加四分步之一再加五分步之一再加六分步之一。求田的面积的一亩，问长是多少？,九十七步、四十九分步之四十七。,,,21,下有六分，以一为一百二十，半为六十，三分之一为四十，四分之一为三十，五分之一为二十四，六分之一为二十，并之得二百九十四以为法。置田二百四十步，亦以一为一百二十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔六〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一。求田一亩，问︰从几何？,现在有一个田，其宽度是一步半长外加三分之一步再加四分之一步再加五分之一步再加六分之一步再加七分之一步。求一亩田的长度是多少？,九十二步、一百二十一分步之六十八。,,,21,下有七分，以一为四百二十，半为二百一十，三分之一为一百四十，四分之一为一百五，五分之一为八十四，六分之一为七十，七分之一为六十，并之得一千八十九，以为法。置田二百四十步，亦以一为四百二十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔七〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一、八分步之一。求田一亩，问︰从几何？,现在有田，宽为一步半外加三分之一步再加四分之一步再加五分之一步再加六月分之一步再加七分之一步再加八分之一步。求一亩的田的长度是多少？,八十八步、七百六十一分步之二百三十二。,,,21,下有八分，以一为八百四十，半为四百二十，三分之一为二百八十，四分之一为二百一十，五分之一为一百六十八，六分之一为一百四十，七分之一为一百二十，八分之一为一百五，并之得二千二百八十三，以为法。置田二百四十步，亦以一为八百四十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔八〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一、八分步之一、九分步之一。求田一亩，问︰从几何？,现在有一块田，田宽一步半外加三分之一步再加四分之一步再加五分之一步再加六分之一步再加七分之一步再加八分之一步再加九分之一步。请问这块田面积是一亩的话，长为多少？,八十四步、七千一百二十九分步之五千九百六十四。,,,21,下有九分，以一为二千五百二十，半为一千二百六十，三分之一为八百四十，四分之一为六百三十，五分之一为五百四，六分之一为四百二十，七分之一为三百六十，八分之一为三百一十五，九分之一为二百八十，并之得七千一百二十九，以为法。置田二百四十步，亦以一为二千五百二十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔九〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一、八分步之一、九分步之一、十分步之一。求田一亩，问︰从几何？,现在有一块田，宽一步半外加三分步之一再加四分步之一再加五分步之一再加六分步之一再加七分步之一再加八分步之一再加九分步之一再加十分步之一。要计算田一亩的长度是多少？,八十一步、七千三百八十一分步之六千九百三十九。,,,21,下有一十分，以一为二千五百二十，半为一千二百六十，三分之一为八百四十，四分之一为六百三十，五分之一为五百四，六分之一为四百二十，七分之一为三百六十，八分之一为三百一十五，九分之一为二百八十，十分之一为二百五十二，并之得七千三百八十一，以为法。置田二百四十步，亦以一为二千五百二十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔一〇〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一、八分步之一、九分步之一、十分步之一、十一分步之一。求田一亩，问︰从几何？,现在有一个田，宽是一步半外加三分之一步再加四分之一步再加五分之一步再加六分之一步再加七分之一步再加八分之一步再加九分之一步再加十分之一步再加十一分之一步。要得到一亩田，请问长为多少？,七十九步、八万三千七百一十一分步之三万九千六百三十一。,,,21,下有一十一分，以一为二万七千七百二十，半为一万三千八百六十，三分之一为九千二百四十，四分之一为六千九百三十，五分之一为五千五百四十四，六分之一为四千六百二十，七分之一为三千九百六十，八分之一为三千四百六十五，九分之一为三千八十，一十分之一为二千七百七十二，一十一分之一为二千五百二十，并之得八万三千七百一十一，以为法。置田二百四十步，亦以一为二万七千七百二十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔一一〕,今有田广一步半、三分步之一、四分步之一、五分步之一、六分步之一、七分步之一、八分步之一、九分步之一、十分步之一、十一分步之一、十二分步之一。求田一亩，问︰从几何？,现在有一块田，它的宽是一步半加三分步之一加四分步之一加五分步之一加六分步之一加七分步之一加八分步之一加九分步之一加十分步之一加十一分步之一加十二分步之一。要计算田一亩，请问长为多少？,七十七步、八万六千二十一分步之二万九千一百八十三。,,,21,下有一十二分，以一为八万三千一百六十，半为四万一千五百八十，三分之一为二万七千七百二十，四分之一为二万七百九十，五分之一为一万六千六百三十二，六分之一为一万三千八百六十，七分之一为一万一千八百八十，八分之一为一万三百九十五，九分之一为九千二百四十，一十分之一为八千三百一十六十一分之一为七千五百六十，十二分之一为六千九百三十，并之得二十五万八千六十三，以为法。置田二百四十步，亦以一为八万三千一百六十乘之，为实。实如法得从步。
九章算术,		卷第四　少广,〔一二〕,今有积五万五千二百二十五步。问︰为方几何？,现在有五万五千二百五十二十五步的面积。请问这是多大的正方形？,二百三十五步。,,,22,
九章算术,		卷第四　少广,〔一三〕,又有积二万五千二百八十一步。问︰为方几何？,又有面积二万五千二百八十一步。问正方形边长多少？,一百五十九步。,,,22,
九章算术,		卷第四　少广,〔一四〕,又有积七万一千八百二十四步。问︰为方几何？,还有面积七万一千八百二十四步，问这个数字开方后是什么？,二百六十八步。,,,22,
九章算术,		卷第四　少广,〔一五〕,又有积五十六万四千七百五十二步、四分步之一。问︰为方几何？,还有五十六万四千七百五十二步外加四分之一步。问，其正方形边长是多少？,七百五十一步半。,,,22,
九章算术,		卷第四　少广,〔一六〕,又有积三十九亿七千二百一十五万六百二十五步。问︰为方几何？,又有面积三十九亿七千二百一十五万六百二十五步。问︰开方后是多少？,六万三千二十五步。,,,22,
九章算术,		卷第四　少广,〔一七〕,今有积一千五百一十八步、四分步之三。问︰为圆周几何？,现在有一个圆有一千五百一十八步加四分之三步的面积。请问圆周是多少？,一百三十五步。,,,23,
九章算术,		卷第四　少广,〔一八〕,今有积三百步。问︰为圆周几何？,现在圆的面积是三百步，问圆的周长是多少？,六十步。,,,23,
九章算术,		卷第四　少广,〔一九〕,今有积一百八十六万八百六十七尺。问︰为立方几何？,现在有体积为一百八十六万八百六十七尺的正方体。问︰开立方之后是多少？,一百二十三尺。,,,24,
九章算术,		卷第四　少广,〔二〇〕,今有积一千九百五十三尺、八分尺之一。问︰为立方几何？,今有体积一千九百五十三尺外加八分尺之一。问开立方之后是多少？,一十二尺半。,,,24,
九章算术,		卷第四　少广,〔二一〕,今有积六万三千四百一尺、五百一十二分尺之四百四十七。问︰为立方几何？,现在有体积为六万三千四百一尺、五百一十二分尺之四百四十七的立方体。请问开立方之后是多少？,三十九尺、八分尺之七。,,,24,
九章算术,		卷第四　少广,〔二二〕,又有积一百九十三万七千五百四十一尺、二十七分尺之一十七。问︰为立方几何？,又有体积一百九十三万七千五百四十一尺、二十七分尺之一十七。问开立方是多少？,一百二十四尺、太半尺。,,,24,
九章算术,		卷第四　少广,〔二三〕,今有积四千五百尺。问︰为立圆径几何？,现在有一个体积四千五百尺的球体，问这个物体的直径是多少？,二十尺。,,,25,
九章算术,		卷第四　少广,〔二四〕,又有积一万六千四百四十八亿六千六百四十三万七千五百尺。问︰为立圆径几何？,还有球体体积为一万六千四百四十八亿六千六百四十三万七千五百尺。请问物体的直径是多少？,一万四千三百尺。,,,25,
九章算术,卷第五　商功,〔一〕,今有穿地积一万尺。问︰为坚、壤各几何？,现在有穿地一万尺，问这个地的坚和壤各有多少？,为坚七千五百尺。为壤一万二千五百尺。,,,26,
九章算术,卷第五　商功,〔二〕,今有城下广四丈，上广二丈，高五丈，袤一百二十六丈五尺。问︰积几何？,现在这座城的下边宽是四丈，上宽是二丈，高度是五丈，长是一百二十六丈五尺。问这座城的体积是多少？,一百八十九万七千五百尺。,,,26,
九章算术,卷第五　商功,〔三〕,今有垣下广三尺，上广二尺，高一丈二尺，袤二十二丈五尺八寸。问︰积几何？,现在有一高为一丈二尺和长二十二丈五尺八寸的垣，它的下边宽是三尺，上边宽是二尺。请问它的体积是多少？,六千七百七十四尺。,,,26,
九章算术,卷第五　商功,〔四〕,今有堤下广二丈，上广八尺，高四尺，袤一十二丈七尺。问︰积几何？冬程人功四百四十四尺。问︰用徒几何？,现在有一个下边宽二丈、上边宽八尺、高四尺的堤，堤长十二丈七尺。问这个堤的体积是多少？冬程每人完成四百四十四尺的工程。请问，需要几个人？,七千一百一十二尺。一十六人、一百一十一分人之二。,,,26,以积尺为实，程功尺数为法，实如法而一，即用徒人数。
九章算术,卷第五　商功,〔五〕,今有沟上广一丈五尺，下广一丈，深五尺，袤七丈。问︰积几何？春程人功七百六十六尺，并出土功五分之一，定功六百一十二尺、五分尺之四。问︰用徒几何？,现在有一条沟，上面宽一丈五尺，下面宽一丈，深五尺，长度共七丈。问这条沟的容积是多少？春程每人能完成七百六十六尺，同时出了土功五分之一，定功为六百一十二尺外加五分之四尺。问：需要用多少人？,四千三百七十五尺。七人、三千六十四分人之四百二十七。,,,26,置本人功，去其五分之一，馀为法。以沟积尺为实。实如法而一，得用徒人数。
九章算术,卷第五　商功,〔六〕,今有堑上广一丈六尺三寸，下广一丈，深六尺三寸，袤一十三丈二尺一寸。问︰积几何？夏程人功八百七十一尺。并出土功五分之一，沙砾水石之功作太半，定功二百三十二尺、一十五分尺之四。问︰用徒几何？,现在有一条沟渠，上宽一丈六尺三寸，下宽一丈，深六尺三寸，长一十三丈二尺一寸。问沟的容积多少？夏程人功八百七十二尺，其中包括五分之一的土功，以及沙砾和水石功太半。最终确定的功长为二百三十二尺外加十五分之四尺。请问，用徒多少？,一万九百四十三尺八寸。四十七人、三千四百八十四分人之四百九。,,,26,置本人功，去其出土功五分之一，又去沙砾水石之功太半，馀为法。以堑积尺为实。实如法而一，即用徒人数。
九章算术,卷第五　商功,〔七〕,今有穿渠上广一丈八尺，下广三尺六寸，深一丈八尺，袤五万一千八百二十四尺。问︰积几何？秋程人功三百尺，问︰用徒几何？一千人先到，问︰当受袤几何？,现在有一条渠道，上宽一丈八尺，下宽三尺六寸，深一丈八尺，渠道长约五万一千八百二十四尺。问这个渠道的容积是多少？秋程人均能完成三百尺，请问这个工程的用徒需要多少？一千人已经先到了，应该分配的长度是多少？,一千七万四千五百八十五尺六寸。三万三千五百八十二人功。内少一十四尺四寸。一百五十四丈三尺二寸、八十一分寸之八。,,,26,以一人功尺数，乘先到人数为实。并渠上下广而半之，以深乘之为法。实如法得袤尺。
九章算术,卷第五　商功,〔八〕,今有方堡壔方一丈六尺，高一丈五尺。问︰积几何？,现在有一个体积为一丈六尺的正方形堡壔，高度为一丈五尺。问这个堡壔的面积是多少？,三千八百四十尺。,,,26,方自乘，以高乘之，即积尺。
九章算术,卷第五　商功,〔九〕,今有圆堡壔，周四丈八尺，高一丈一尺。问︰积几何？,现在有一个圆形的堡垒，周长为四丈八尺，高度为一丈一尺。问这个堡垒的体积是多少？,二千一百一十二尺。,,,26,周自相乘，以高乘之，十二而一。
九章算术,卷第五　商功,〔一〇〕,今有方亭，下方五丈，上方四丈，高五丈。问︰积几何？,现在有一个方形亭子，下面边长五丈，上面边长四丈，高度五丈。问这个亭子的体积是多少？,一十万一千六百六十六尺、太半尺。,,,26,上下方相乘，又各自乘，并之，以高乘之，三而一。
九章算术,卷第五　商功,〔一一〕,今有圆亭，下周三丈，上周二丈，高一丈。问︰积几何？,现在有一个圆形亭子，下圆周长三丈，上圆周长二丈，高一丈。问这个亭子的体积是多少？,五百二十七尺、九分尺之七。,,,26,上、下周相乘，又各自乘，并之，以高乘之，三十六而一。
九章算术,卷第五　商功,〔一二〕,今有方锥下方二丈七尺，高二丈九尺。问︰积几何？,现在有一个方锥，底部边长为二丈九尺，高为二丈九尺。问这个体积是多少？,七千四十七尺。,,,26,下方自乘，以高乘之，三而一。
九章算术,卷第五　商功,〔一三〕,今有圆锥下周三丈五尺，高五丈一尺。问︰积几何？,现在有一个圆锥，它的底部周长三丈五尺，高度为五丈一尺。问这个圆锥的体积是多少？,一千七百三十五尺、一十二分尺之五。,,,26,下周自乘，以高乘之，三十六而一。
九章算术,卷第五　商功,〔一四〕,今有堑堵下广二丈，袤一十八丈六尺，高二丈五尺。问︰积几何？,现在有一堑堵，渠底宽度为二丈，渠长为十八丈六尺，渠高为二丈五尺。问这个沟渠的容积是多少？,四万六千五百尺。,,,26,广袤相乘，以高乘之，二而一。
九章算术,卷第五　商功,〔一五〕,今有阳马，广五尺，袤七尺，高八尺。问︰积几何？,现在有一阳马，宽为五尺，长度为七尺，高度为八尺。请问它的体积是多少？,九十三尺、少半尺。,,,26,广袤相乘，以高乘之，三而一。
九章算术,卷第五　商功,〔一六〕,今有鳖臑下广五尺，无袤，上袤四尺，无广，高七尺。问︰积几何？,现在有一鳖臑，其底部宽为五尺，没有长度，上部长度为四尺，没有宽度，高度为七尺。问它的体积是多少？,二十三尺、少半尺。,,,26,广袤相乘，以高乘之，六而一。
九章算术,卷第五　商功,〔一七〕,今有羡除，下广六尺，上广一丈，深三尺，末广八尺，无深，袤七尺。问︰积几何？,现在有一羡除，下宽六尺，上宽一丈，深三尺，末尾宽八尺，没有深，长约七尺。问这个羡的容积是多少？,八十四尺。,,,26,并三广，以深乘之，又以袤乘之，六而一。
九章算术,卷第五　商功,〔一八〕,今有刍甍，下广三丈，袤四丈，上袤二丈，无广，高一丈。问︰积几何？,现在有一刍甍，下面宽度为三丈、长度为四丈、上面长度为二丈的，没有宽度，高度为高一丈。问这个刍甍的体积是多少？,五千尺。,,,27,
九章算术,卷第五　商功,〔一九〕,今有刍童，下广二丈，袤三丈，上广三丈，袤四丈，高三丈。问︰积几何？,现在有一刍童，它的下宽是两丈，长是三丈，上宽是三丈，长是四丈，高是三丈。问它的体积是多少？,二万六千五百尺。,,,27,
九章算术,卷第五　商功,〔二〇〕,今有曲池，上中周二丈，外周四丈，广一丈，下中周一丈四尺，外周二丈四尺，广五尺，深一丈。问︰积几何？,现在有一曲池，上面内圆周二丈，外圆周四丈，宽一丈，下面内圆周一丈四尺，外圆周二丈四尺，宽五尺，深一丈。问池塘的容积是多少？,一千八百八十三尺三寸、少半寸。,,,27,
九章算术,卷第五　商功,〔二一〕,今有盘池，上广六丈，袤八丈，下广四丈，袤六丈，深二丈。问︰积几何？负土往来七十步，其二十步上下棚除。棚除二当平道五，踟蹰之间十加一，载输之间三十步，定一返一百四十步。土笼积一尺六寸，秋程人功行五十九里半。问︰人到、积尺、用徒各几何？,现在有一盘池，它的上面宽度是六丈，上面长度是八丈，下面宽度是四丈，下面长度是六丈，池深二丈。请问这个池的容积是多少？背土来回需要七十步，其中二十步是在上坡。在坡上二步等于平路五步，休息的十加一，装载输运需要三十步，一次往返为一百四十步。土笼容积一尺六寸。秋程人功为五十九里半。问：每人输运的体积和用徒各是多少？,七万六百六十六尺、太半尺。人到二百四尺。用徒三百四十六人、一百五十三分人之六十二。,,,27,以一笼积尺乘程行步数为实。往来上下，棚除二当平道五。置定往来步数，十加一，及载输之间三十步以为法。除之，所得即一人所到尺。以所到约积尺，即用徒人数。
九章算术,卷第五　商功,〔二二〕,今有冥谷上广二丈，袤七丈，下广八尺，袤四丈，深六丈五尺。问︰积几何？载土往来二百步，载输之间一里，程行五十八里，六人共车，车载三十四尺七寸。问︰人到积尺及用徒各几何？,现在有冥谷，其上宽二丈，长七丈，下宽八尺，长四丈，深六丈五尺。问：这个冥谷容积是多少？装载土需要走二百步，输运需要走一里路，总路程五十八里路，六个人一辆车，车的容量三十四尺七寸。问：这些人均运到土的积尺和用徒各是多少？,五万二千尺。人到二百一尺、五十分尺之十三。用徒二百五十八人、一万六十三分人之三千七百四十六。,,,27,以一车积尺乘程行步数为实。置今往来步数，加载输之间一里，以车六人乘之，为法。除之，所得即一人所到尺。以所到约积尺，即用徒人数。
九章算术,卷第五　商功,〔二三〕,今有委粟平地，下周一十二丈，高二丈。问︰积及为粟几何？,现在将粟堆在平地上，下圆周长十二丈，高二丈。问这个体积是多少？以及这个粟的总量多少？,积八千尺。为粟二千九百六十二斛、二十七分斛之二十六。,,,28,
九章算术,卷第五　商功,〔二四〕,今有委菽依垣，下周三丈，高七尺。问︰积及为菽各几何？,现在将菽靠一面墙边堆放，下圆周长三丈，高度为七尺。请问菽的体积是多少？菽的总量是多少？,积三百五十尺。为菽一百四十四斛、二百四十三分斛之八。,,,28,
九章算术,卷第五　商功,〔二五〕,今有委米依垣内角，下周八尺，高五尺。问︰积及为米几何？,现在将米放在城墙角处，下圆周长为八尺，高度为五尺。问这个体积是多少？米的总量是多少？,积三十五尺、九分尺之五。为米二十一斛，七百二十九分斛之六百九十一。,,,28,
九章算术,卷第五　商功,〔二六〕,今有穿地，袤一丈六尺，深一丈，上广六尺，为垣积五百七十六尺。问︰穿地下广几何？,现在有一出穿地，长一丈六尺，深一丈，上部宽六尺，土垣体积五百七十六尺。问：穿地的下宽是多少？,三尺、五分尺之三。,,,27,置垣积尺，四之为实。以深、袤相乘，又三之，为法。所得倍之，减上广，馀即下广。
九章算术,卷第五　商功,〔二七〕,今有仓广三丈，袤四丈五尺，容粟一万斛。问︰高几何？,现在有一个粮仓，宽是三丈，长四丈五尺，可以容纳一万斛的粮食。问粮仓的高度是多少？,二丈。,,,27,置粟一万斛积尺为实。广袤相乘为法。实如法而一，得高尺。
九章算术,卷第五　商功,〔二八〕,今有圆困，高一丈三尺三寸、少半寸，容米二千斛。问︰周几何？,现在有一个圆困，高是一丈三尺三又少半寸，可以容纳两千斛的米。问：它的圆周长是多少？,五丈四尺。,,,27,置米积尺，以十二乘之，令高而一，所得，开方除之，即周。
九章算术,		卷第六　均输,〔一〕,今有均输粟： 甲县一万户，行道八日；乙县九千五百户，行道十日；丙县一万二千三百五十户，行道十三日；丁县一万二千二百户，行道二十日，各到输所。凡四县赋，当输二十五万斛，用车一万乘。欲以道里远近，户数多少，衰出之。问︰粟、车各几何？,现在有一个均输粟的运粮规定：甲县有一万一千户，需要经过八天的道路行驶；乙县有九千五百户，需要经过十日的道路行驶；丙县有一万两千三百五十户，需要经过十三天的道路行驶；丁县有一万两千二百户，需要经过二十天的道路行驶，各自的粮食送到指定的仓库。四县总共需要运送二十五万斛的粮食，需要用车一万乘。如果想要根据道路的远近和户数的多少按比例确定粟和车的数量，请问粟和车的数量各是多少？,甲县粟八万三千一百斛，车三千三百二十四乘。乙县粟六万三千一百七十五斛，车二千五百二十七乘。丙县粟六万三千一百七十五斛，车二千五百二十七乘。丁县粟四万五百五十斛，车一千六百二十二乘。,,,29,令县户数，各如其本行道日数而一，以为衰。甲衰一百二十五，乙、丙衰各九十五，丁衰六十一，副并为法。以赋粟、车数乘未并者，各自为实。实如法得一车。有分者，上下辈之。以二十五斛乘车数，即粟数。
九章算术,		卷第六　均输,〔二〕,今有均输卒：甲县一千二百人，薄塞；乙县一千五百五十人，行道一日；丙县一千二百八十人，行道二日；丁县九百九十人，行道三日；戊县一千七百五十人，行道五日。凡五县，赋输卒一月一千二百人。欲以远近、户率，多少衰出之。问︰县各几何？,现在有五个县需要输运兵卒，甲县一千二百人，离要塞很近；乙县一千五百五十人，路程一天；丙县一千二百八十人，路程二日；丁县九百九十人，路程三日；戊县一千七百五十人，路程五日。五县需要输送一月一千二百人。想根据距离的远近、居民人口的多少来派遣这些人。请问这些县分别需要出多少人？,甲县二百二十九人。乙县二百八十六人。丙县二百二十八人。丁县一百七十一人。戊县二百八十六人。,,,29,令县卒，各如其居所及行道日数而一，以为衰。甲衰四，乙衰五，丙衰四，丁衰三，戊衰五，副并为法。以人数乘未并者各自为实。实如法而一。有分者，上下辈之。
九章算术,		卷第六　均输,〔三〕,今有均赋粟：甲县二万五百二十户，粟一斛二十钱，自输其县；乙县一万二千三百一十二户，粟一斛一十钱，至输所二百里；丙县七千一百八十二户，粟一斛一十二钱，至输所一百五十里；丁县一万三千三百三十八户，粟一斛一十七钱，至输所二百五十里；戊县五千一百三十户，粟一斛一十三钱，至输所一百五十里。凡五县赋，输粟一万斛。一车载二十五斛，与僦一里一钱。欲以县户输粟，令费劳等。问︰县各粟几何？,现在进行均赋粮食：甲县有二万五百二十户，粟一斛二十钱，甲县是运送粮食的目的地；乙县有一万二千三百一十二户，粟每斛十钱，距离甲县二百里；丙县有七千一百八十二户，粟每斛十二钱，距离甲县一百五十里；丁县有一万三千三百三十八户，粟每斛十七钱，距离甲县二百五十里；戊县有五千一百三十户，粟每斛十三钱，距离甲县一百五十里。五县的赋税，需要运送粟一万斛。每辆车运送二十五斛，运输成本每里一钱。想根据县户数运送粮食，费用等相同。问：甲县、乙县、丙县、丁县、戊县各运送的粮食是多少？,甲县三千五百七十一斛、二千八百七十三分斛之五百一十七。乙县二千三百八十斛、二千八百七十三分斛之二千二百六十。丙县一千三百八十八斛、二千八百七十三分斛之二千二百七十六。丁县一千七百一十九斛、二千八百七十三分斛之一千三百一十三。戊县九百三十九斛、二千八百七十三分斛之二千二百五十三。,,,29,以一里僦价，乘至输所里，以一车二十五斛除之，加一斛粟价，则致一斛之费。各以约其户数，为衰。甲衰一千二十六，乙衰六百八十四，丙衰三百九十九，丁衰四百九十四，戊衰二百七十，副并为法。所赋粟乘未并者，各自为实。实如法得一。
九章算术,		卷第六　均输,〔四〕,今有均赋粟， 甲县四万二千算，粟一斛二十，自输其县；乙县三万四千二百七十二算，粟一斛一十八，佣价一日一十钱，到输所七十里；丙县一万九千三百二十八算，粟一斛一十六，佣价一日五钱，到输所一百四十里；丁县一万七千七百算，粟一斛一十四，佣价一日五钱，到输所一百七十五里；戊县二万三千四十算，粟一斛一十二，佣价一日五钱，到输所二百一十里；己县一万九千一百三十六算，粟一斛一十，佣价一日五钱，到输所二百八十里。凡六县赋粟六万斛，皆输甲县。六人共车，车载二十五斛，重车日行五十里，空车日行七十里，载输之间各一日。粟有贵贱，佣各别价，以算出钱，令费劳等。问︰县各粟几何？,现在按照公平赋税上交粟，甲县有四万二千算，每斛粟二十钱，不需要运输；乙县有三万四千二百七十二算，每斛粟十八钱，运粮佣金每日十钱，运输距离为七十里；丙县有一万九千三百二十八算，每斛粟十六钱，运粮佣金每日五钱，运输距离为一百四十里；丁县有一万七千七百算，每斛粟十四钱，运粮佣金每日五钱，运输距离为一百七十五里；戊县有二万三千四十算，每斛粟十二钱，运粮佣金每日五钱，运输距离为二百一十里；己县有一万九千一百三十六算，每斛粟十钱，运粮佣金每日五钱，运输距离为二百八十里。所有六县的赋税粮食共计六万斛，全部运输到甲县。六个人共用一辆车，车载二十五斛，重车每日行驶五十里，空车每日行驶七十里，载货之间各一日。粮食有贵贱，佣金也有高低，按照不同县的算数比例出钱，使税收和劳动力等值。请问，各县需要出多少粟？,甲县一万八千九百四十七斛、一百三十三分斛之四十九。乙县一万八百二十七斛、一百三十三分斛之九。丙县七千二百一十八斛、一百三十三分斛之六。丁县六千七百六十六斛、一百三十三分斛之一百二十二。戊县九千二十二斛、一百三十三分斛之七十四。己县七千二百一十八斛、一百三十三分斛之六。,,,29,以车程行空、重相乘为法，并空、重以乘道里，各自为实，实如法得一日。加载输各一日，而以六人乘之，又以佣价乘之，以二十五斛除之，加一斛粟价，即致一斛之费。各以约其算数为衰，副并为法，以所赋粟乘未并者，各自为实。实如法得一斛。
九章算术,		卷第六　均输,〔五〕,今有粟七斗，三人分舂之，一人为粝米，一人为粺米，一人为凿米，令米数等。问︰取粟为米各几何？,现在有七斗粟，三个人负责舂米，一人负责制作粝米，一人负责制作粺米，一人负责制作凿米，使得米数量相等。问：每个人分到的粟米数量各是多少？,粝米取粟二斗、一百二十一分斗之一十。粺米取粟二斗、一百二十一分斗之三十八。凿米取粟二斗、一百二十一分斗之七十三。为米各一斗、六百五分斗之一百五十一。,,,29,列置粝米三十，粺米二十七，凿米二十四，而反衰之，副并为法。以七斗乘未并者，各自为取粟实。实如法得一斗。若求米等者，以本率各乘定所取粟为实，以粟率五十为法，实如法得一斗。
九章算术,		卷第六　均输,〔六〕,今有人当禀粟二斛。仓无粟，欲与米一、菽二，以当所禀粟。问︰各几何？,现在有人要领取二斛粟，但是粮仓没有粟了，想要用米和菽以一比二替代所分发的粟。请问需要米和菽各多少？,米五斗一升、七分升之三。菽一斛二升、七分升之六。,,,29,置米一、菽二求为粟之数。并之得三、九分之八，以为法。亦置米一、菽二，而以粟二斛乘之，各自为实。实如法得一斛。
